character,text
WARREN," What I do have a problem with is that if we're going to talk seriously about breaking up big tech, then we should ask if people are taking money from the big tech executives. If we're going to talk seriously about breaking up big drug companies, we should ask if people are financing their campaigns by taking money from big drug executives. If we are going to talk about Wall Street and having some serious regulation over Wall Street, we should ask if people are funding their campaigns by taking money from those executives."
LACEY," Thank you, Senator. Senator Klobuchar, let's bring you in here."
LACEY,(CROSSTALK)
KLOBUCHAR," I would like to have a different take on this. I was in the private sector for 14 years, represented companies that were fighting to get into the telecom markets. I h a life before government."
KLOBUCHAR,"And what I saw was when we got more competition there, the prices went down in a big way in the long distance market. Well, right now we have another gilded age going on, and I am the le Democrat on the Antitrust Committee. I have the le legislation, which means, one, changing the standard so we can do a better job of doing just what we've been talking about here, is breaking down some of this consolidation, and also making sure that the enforcers have the resources to take them on because they're so overwhelmed."
KLOBUCHAR,"But the issue here is this. Start talking about this as a pro-competition issue. This used to be a Republican and Democratic issue, because America, our founding fathers, actually wanted to have less consolidation. We were a place of entrepreneurship. We are seeing a startup slump in this country."
LACEY," Thank you, Senator. Secretary Castro, would you like to weigh in?"
KLOBUCHAR, And this means everything from tech on down.
LACEY, Please respond.
CASTRO," Yeah, I think that we're on the right track in terms of updating how we look at monopolistic practices and setting, as Congressman O'Rourke said, rules for the ro that match the challenges that we face today."
CASTRO,"And, you know, whether that's Amazon that is leveraging its size I think to help put small businesses out of business, and then at the same time shortchanging a lot of its workers, not paying them as they should, not giving them the benefits that they should, or it's a number of other companies, big tech companies. We need to take a stronger stance when it comes to cracking down on monopolistic tre practices, and that's what I would do as president."
